Putusan,Nomor,Bulan,Pemohon,Termohon,Tingkat proses,Klasifikasi,Tahun,Amar,Amar Lainnya atau catatan
MAHKAMAH AGUNG,5476 B/PK/PJK/2022,12,PT EKA DURA INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5475 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT KENCANA GRAHA PERMAI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5474 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5473 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5472 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5471 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5470 B/PK/PJK2022,12,PT AIA FINANCIAL,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5469 B/PK/PJK2022,11,PT WELL HARVEST WINNING ALUMINA REFINERY,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5468 B/PK/PJK2022,12,PT BINTANG KADIRI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5467 B/PK/PJK2022,12,DIREKTUR JENDERAL PAJAK,PT STARONE MITRA TELEKOMUNIKASI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5466 B/PK/PJK2022,12,DIREKTUR JENDERAL PAJAK,PT STARONE MITRA TELEKOMUNIKASI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5465 B/PK/PJK2022,12,DIREKTUR JENDERAL PAJAK,PT AGINCOURT RESOURCES,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5464 B/PK/PJK2022,12,DIREKTUR JENDERAL PAJAK,PT STARONE MITRA TELEKOMUNIKASI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5463 B/PK/PJK2022,11,PT FABER-CASTELL MARKETING INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5462 B/PK/PJK2022,12,DIREKTUR JENDERAL PAJAK,PT PRIMATAMA MULIAJAYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5461/B/PK/Pjk/2022,12,PT GUNUNG SAWIT BINA LESTARI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5460 B/PK/PJK/2022,11,PT KERRY SAWIT INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5458 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT PERKEBUNAN ANAK NEGERI PASAMAN,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5457 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EKAMAS FORTUNA,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5456 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SURYA INTI SAWIT KAHURIPAN,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5455 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT WEDA BAY NICKEL,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5454 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT WEDA BAY NICKEL,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5453 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT ISTANA KENTEN INDAH,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5452 B/PK/PJK/2022,12,PT SARI LEMBAH SUBUR,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5450 B/PK/PJK/2022,12,PT SARI LEMBAH SUBUR,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5449 B/PK/PJK/2022,12,PT SARI LEMBAH SUBUR,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5448 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,CV DIFA PRATAMA JAYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5447 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,CV DIFA PRATAMA JAYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5446 B/PK/PJK/2022,11,PT MENARA PERDANA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5445 B/PK/PJK/2022,11,DIREKTUR JENDERAL BEA DAN CUKAI,PT SARITUNGGAL MANDIRIKARSA,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5444 B/PK/PJK/2022,12,PT INDIKA ENERGI Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5443 B/PK/PJK/2022,12,PT INDIKA ENERGI Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5442 B/PK/PJK/2022,12,PT INDIKA ENERGY TBK,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5441 B/PK/PJK/2022,12,PT INDIKA ENERGY Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5440 B/PK/PJK/2022,12,PT INDIKA ENERGY Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5438 B/PK/PJK/2022,12,PT BINTANG SIDORAYA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5437 B/PK/PJK/2022,12,PT MULTI BINTANG INDONESIA Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5436 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT CHEIL JEDANG INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5435 B/PK/PJK/2022,11,PT DENSO INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5434 B/PK/PJK/2022,11,PT MENARA PERDANA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5433 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,BUT NIPPON OIL EXPLORATION (BERAU) LTD,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5433 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,BUT NIPPON OIL EXPLORATION (BERAU) LTD,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5432 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT FUJI SEAT INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5431 B/PK/PJK/2022,12,CV KURNIA ABADI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5429 B/PK/PJK/2022,12,PT NIKE INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5428 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT NIKE INDONESIA,Peninjauan Kembali,Pajak Kendaraan BermotorPKB,2022,Tolak,—
MAHKAMAH AGUNG,5426 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SINAR KENCANA INTI PERKASA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5425 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5424 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5423 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5422 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5421 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT KREASIJAYA ADHIKARYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5420 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EURONET TECHNOLOGIES INDONESIA,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5419 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EURONET TECHNOLOGIES INDONESIA,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5418 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT PEGASUS MITRA ABADI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5417 B/PK/PJK/2022,12,PT PEGASUS MITRA ABADI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5416 B/PK/PJK/2022,11,PT CENTRAL PROTEINA PRIMA Tbk,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Kabul,—
MAHKAMAH AGUNG,5415 B/PK/PJK/2022,11,PT CENTRAL PROTEINA PRIMA Tbk,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Kabul,—
MAHKAMAH AGUNG,5414 B/PK/PJK/2022,11,PT CENTRAL PROTEINA PRIMA Tbk,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Kabul,—
MAHKAMAH AGUNG,5413 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT WH CERAMIC INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,5412 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5411 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5410 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT AIA FINANCIAL,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5409 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT MANDALA AIRLINES,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
PN PATI,66_Pdt_G_2021_PN_Pti,12,Handayai Budiharto,Alla AlviSHMKnDkk,Pertama,Bea Perolehan Hak Atas Tanah dan atau Bangunan,2022,Kabul,MENGADILI:1 Mengabulkan Eksepsi Kewenangan Absolut Tergugat IV2 Menyatakan Pengadilan Negeri Pati tidak berwenang mengadili perkara gugatan Para Penggugat3 Menyatakan gugatan Para Penggugat tidak dapat diterima4 Menghukum Turut Tergugat untuk tunduk dan taat pada isi putusan ini5 Menghukum Para Penggugat untuk membayar biaya perkara sejumlah Rp466900000 (empat juta enam ratus enam puluh sembilan ribu rupiah )
MAHKAMAH AGUNG,4177 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4442 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT YANGTZE OPTICAL FIBRE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4439 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT BENTOEL INTERNASIONAL INVESTAMA Tbk,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4436 B/PK/PJK/2022,10,PT FUJITSU INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4435 B/PK/PJK/2022,10,PT PERKEBUNAN NUSANTARA IX,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4434 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4433 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4432 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4431 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4430 B/PK/PJK/2022,10,JO CIPUTRA KARYA PANCASAKTI NUGRAHA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4977 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4973 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT PRIANGAN BANGUN NUSANTARA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4972 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT PANASONIC LIGHTING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4389 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT MANDALA AIRLINES,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4388 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT MANDALA AIRLINES,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,4387 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,BUT CITIBANK NA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,4385 B/PK/PJK/2022,9,PT AGRO NUSA ABADI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4384 B/PK/PJK/2022,9,BUT CITIBANK NA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4383 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,BUT CITIBANK NA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4232 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT YANMAR INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4231 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT YANMAR INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4230 B/PK/PJK/2022,9,PT PANGKATAN INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4209 B/PK/PJK/2022,9,PT SOJITZ INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4208 B/PK/PJK/2022,9,PT SOJITZ INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4207 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,BUT HUBEI HONGYUAN POWER ENGINEERING Co Ltd,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4205 B/PK/PJK/2022,10,PT PERKASA INAKAKERTA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 25 Final,2022,Kabul,—
MAHKAMAH AGUNG,4202 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,BUT CHINA NATIONAL TECHNICAL IMPORT EXPORT CORPORATION,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Kabul,—
MAHKAMAH AGUNG,4195 B/PK/PJK/2022,9,PT LINTAS NUSA INVESTAMA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4193 B/PK/PJK/2022,10,DIREKTUR JENDERAL PAJAK,PT WIN TEXTILE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4192 B/PK/PJK/2022,9,PT EXXONMOBIL LUBRICANTS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4190 B/PK/PJK/2022,10,PT CITRA MITRA SEHATI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4189 B/PK/PJK/2022,10,PT CITRA MITRA SEHATI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4186 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT BANK MAYBANK INDONESIA Tbk,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4185 B/PK/PJK/2022,9,PT PERKEBUNAN LEMBAH BHAKTI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4181 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SARIPURI PERMAI HOTEL,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4180 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4179 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4178 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT ADIDAS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4176 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SEJAHTERA EKAGRAHA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4175 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SEJAHTERA EKAGRAHA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4174 B/PK/PJK/2022,9,DIREKTUR JENDERAL PAJAK,PT SEJAHTERA EKAGRAHA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4067 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT RINDANI CITRA ENGINERING,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,4066 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT RINDANI CITRA ENGINERING,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,4065 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT RINDANI CITRA ENGINERING,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3902 B/PK/PJK/2022,8,KOPERASI TELEKOMUNIKASI SELULAR,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3975 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3535 B/PK/PJK/2022,7,PT WILMAR CHEMICAL INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Cukai,2022,Kabul,KABUL PK BATAL PUTUSAN PENGADILAN PAJAK ADILI KEMBALI : KABUL BANDING
MAHKAMAH AGUNG,3974 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3973 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3972 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3971 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3970 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3969 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA (dh PT NISSINMAS),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3968 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT BIMATEKNO KARYATAMA KONSULTAN,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3967 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT ORACLE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3966 B/PK/PJK/2022,8,PT ORACLE INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3965 B/PK/PJK/2022,8,PT VANTAGE DRILLING COMPANY INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3964 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT INDO PACK NUSANTARA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3963 B/PK/PJK/2022,8,PT NIPPISUN INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3962 B/PK/PJK/2022,8,PT BEIERSDORF INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3961 B/PK/PJK/2022,8,PT FUJITSU INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3960 B/PK/PJK/2022,8,PT CAHAYA PELITA ANDHIKA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
